x,y
-1.0,0.005727325970689325
-0.99,-0.007511754004015658
-0.98,-0.08838018101213835
-0.97,-0.1324935258364475
-0.96,-0.15884835290571253
-0.95,-0.12702372325063524
-0.94,-0.1484811700090338
-0.9299999999999999,-0.1995992428665323
-0.92,-0.2872806582573398
-0.91,-0.2709515815014165
-0.9,-0.29773680076337544
-0.89,-0.3323438853560412
-0.88,-0.34677351567734
-0.87,-0.38328962293407465
-0.86,-0.4254682584761582
-0.85,-0.49375376329663545
-0.84,-0.5174091033677739
-0.83,-0.5414535891377374
-0.8200000000000001,-0.5626440604472859
-0.81,-0.5738184550758778
-0.8,-0.619718174413626
-0.79,-0.5729223846920509
-0.78,-0.669158324484846
-0.77,-0.6884100332463976
-0.76,-0.7191609063338292
-0.75,-0.7146693491248612
-0.74,-0.7074168349256825
-0.73,-0.7781123753464457
-0.72,-0.748278002176675
-0.71,-0.7832190450474884
-0.7,-0.8173220490599887
-0.69,-0.8573106743664701
-0.6799999999999999,-0.8689659779138865
-0.6699999999999999,-0.8493364687893257
-0.6599999999999999,-0.8863085877638999
-0.6499999999999999,-0.8510127048916596
-0.64,-0.9130754901582678
-0.63,-0.9544083681469394
-0.62,-0.9627141591813122
-0.61,-0.9675231107304323
-0.6,-0.9875275787093468
-0.59,-0.9599270107982336
-0.5800000000000001,-0.9681322926147404
-0.5700000000000001,-0.9560997625899758
-0.56,-0.9477041222328685
-0.55,-1.002015908130615
-0.54,-0.970060012890356
-0.53,-1.0093572408096199
-0.52,-0.9725944564046451
-0.51,-0.9698191801570036
-0.5,-1.5
-0.49,-1.033587573831402
-0.48,-1.0040106615332545
-0.47,-0.9992792459552238
-0.45999999999999996,-0.9646137658431682
-0.44999999999999996,-0.9510983430617872
-0.43999999999999995,-0.9799399533971472
-0.42999999999999994,-0.9386633115290088
-0.42000000000000004,-1.003589275594054
-0.41000000000000003,-0.9360603102103577
-0.4,-0.9129701713937356
-0.39,-0.9429468080826481
-0.38,-0.9347327575111348
-0.37,-0.8896573856886081
-0.36,-0.9077938776489107
-0.35,-0.9211554276625403
-0.33999999999999997,-0.8443722783787133
-0.32999999999999996,-0.8642390716989898
-0.31999999999999995,-0.8687214160178646
-0.30999999999999994,-0.8152846535418136
-0.29999999999999993,-0.7924822706548472
-0.29000000000000004,-0.829124805128492
-0.28,-0.7992040744617523
-0.27,-0.7853066362258718
-0.26,-0.7011667171251784
-0.25,-0.7356276454276165
-0.24,-0.7008496375539561
-0.22999999999999998,-0.6953866716665303
-0.21999999999999997,-0.6478680850573333
-0.20999999999999996,-0.6223962874023613
-0.19999999999999996,-0.6221252463958659
-0.18999999999999995,-0.524467960572303
-0.17999999999999994,-0.5563167000092568
-0.16999999999999993,-0.4746143215318776
-0.16000000000000003,-0.47312243703602247
-0.15000000000000002,-0.4856351677753317
-0.14,-0.41849225591687417
-0.13,-0.37774795766927216
-0.12,-0.3312981207307216
-0.10999999999999999,-0.37756064259982497
-0.09999999999999998,-0.29641255862559635
-0.08999999999999997,-0.28242020251950956
-0.07999999999999996,-0.23498876772010674
-0.06999999999999995,-0.18308724619427744
-0.05999999999999994,-0.1987531527452055
-0.04999999999999993,-0.19643080222704395
-0.040000000000000036,-0.16024718905104024
-0.030000000000000027,-0.05771089757979394
-0.020000000000000018,-0.05062406378434854
-0.010000000000000009,-0.0068967311643736914
0.0,-0.003256216578610376
0.010000000000000009,0.04015828863151494
0.020000000000000018,0.02293455105075279
0.030000000000000027,0.07498963177344876
0.040000000000000036,0.12968465403710913
0.050000000000000044,0.14461769057212015
0.06000000000000005,0.20976280486020552
0.07000000000000006,0.17969703148243243
0.08000000000000007,0.26273927907871014
0.09000000000000008,0.2947131681915758
0.10000000000000009,0.3268675118757955
0.1100000000000001,0.31967165592761027
0.1200000000000001,0.3596005638557502
0.13000000000000012,0.3763051254465518
0.14000000000000012,0.441309783991776
0.15000000000000013,0.4176623430031223
0.15999999999999992,0.4892033056618458
0.16999999999999993,0.5319624318554004
0.17999999999999994,0.5650670184715718
0.18999999999999995,0.5738494752551068
0.19999999999999996,0.5635964431746538
0.20999999999999996,0.582719267359994
0.21999999999999997,0.666281539365003
0.22999999999999998,0.6965222873945955
0.24,0.649560017870314
0.25,0.6731587462741985
0.26,0.7235856626992496
0.27,0.7864537855265608
0.28,0.7651850302755153
0.29000000000000004,0.7878603585462783
0.30000000000000004,0.8183735425672863
0.31000000000000005,0.8271208901248042
0.32000000000000006,0.8242340215273682
0.33000000000000007,0.8475377595772843
0.3400000000000001,0.8809462208878899
0.3500000000000001,0.9113581898945311
0.3600000000000001,0.9092289968598501
0.3700000000000001,0.8935529785754494
0.3800000000000001,0.9087519410075177
0.3900000000000001,0.9566511016066166
0.40000000000000013,0.9322172403327392
0.4099999999999999,0.9212082433937058
0.41999999999999993,0.9338769697017503
0.42999999999999994,0.9638029535316842
0.43999999999999995,0.9473408338184403
0.44999999999999996,0.9575704785600515
0.45999999999999996,1.003003768928444
0.47,0.9839922774754601
0.48,1.015783747935968
0.49,1.038592832063856
0.5,0.5
0.51,1.007047816205836
0.52,0.9940935684106746
0.53,1.007101563677808
0.54,0.9679733171798229
0.55,0.9604087894890766
0.56,1.017610539593947
0.5700000000000001,0.987342557749865
0.5800000000000001,0.9762486403950472
0.5900000000000001,0.9400545020911774
0.6000000000000001,0.9245554909180027
0.6100000000000001,0.9355137598820972
0.6200000000000001,0.9262225465665693
0.6300000000000001,0.8839604316376448
0.6400000000000001,0.9318649644687179
0.6500000000000001,0.9183662197925208
0.6600000000000001,0.8419710119999018
0.6699999999999999,0.8740159942706234
0.6799999999999999,0.8469766891009108
0.69,0.8363356588448129
0.7,0.819051644321492
0.71,0.7827516614905846
0.72,0.7339913112864834
0.73,0.7590838463473386
0.74,0.7268642264424435
0.75,0.7266378601134125
0.76,0.691442945242156
0.77,0.6726450041164923
0.78,0.6274578151858761
0.79,0.6342443087653123
0.8,0.579228316764612
0.81,0.5273176418729965
0.8200000000000001,0.5367628424008618
0.8300000000000001,0.5208198310950922
0.8400000000000001,0.5035759477842454
0.8500000000000001,0.43595604753190487
0.8600000000000001,0.42900440247321164
0.8700000000000001,0.3926785719876663
0.8800000000000001,0.39227207686444804
0.8900000000000001,0.3450598298770425
0.9000000000000001,0.30419784078490403
0.9100000000000001,0.24172815154046845
0.9199999999999999,0.24866641631043418
0.9299999999999999,0.2323964468956255
0.94,0.19205570929027085
0.95,0.15389518453898132
0.96,0.12133406084482266
0.97,0.1024232127737842
0.98,0.09373489136395312
0.99,0.052389068666149806
1.0,0.012670374162308427
